Disease Pair,Comorbidity
"diabetes mellitus, type 1&hemorrhagic disorders",1.166011
coronary disease&liver cirrhosis,1.165632
"coronary disease&liver cirrhosis, biliary",1.165632
esophageal diseases&malformations of cortical development,1.165491
"anemia, hemolytic&glioma",1.164886
arthritis&epilepsy,1.164465
bone diseases&hypersensitivity,1.164414
"heart defects, congenital&leukemia, lymphocytic, chronic, b-cell",1.164373
"ankylosis&metal metabolism, inborn errors",1.164302
dyskinesias&neoplasms,1.164291
"demyelinating diseases&diabetes mellitus, type 1",1.164277
glomerulonephritis&hyperthyroidism,1.164277
adenocarcinoma&hemorrhagic disorders,1.164176
glomerulonephritis&uveitis,1.164032
hair diseases&osteoporosis,1.163999
"asthma&diabetes mellitus, type 2",1.163713
"diabetes mellitus, type 1&spinal cord diseases",1.163318
"neoplasms, connective and soft tissue&spondylitis",1.162706
osteoporosis&pancreatic diseases,1.162573
hypothalamic diseases&retinitis pigmentosa,1.162395
asthma&breast diseases,1.162319
"aneurysm&genital diseases, male",1.16231
blood coagulation disorders&dwarfism,1.162206
"blood coagulation disorders, inherited&dwarfism",1.162206
myeloproliferative disorders&peripheral nervous system diseases,1.162189
arterial occlusive diseases&pancreatic diseases,1.161942
"death, sudden&pancreatic diseases",1.161942
"diabetes mellitus, type 2&lung diseases, obstructive",1.161756
"arrhythmias, cardiac&varicose veins",1.160966
"diabetes mellitus, type 2&graves disease",1.160793
breast diseases&vasculitis,1.16073
bile duct diseases&leprosy,1.160319
"anemia&heart defects, congenital",1.159953
asthma&polyneuropathies,1.159949
"anemia, aplastic&arterial occlusive diseases",1.159845
"anemia, hemolytic&rheumatic diseases",1.159793
celiac disease&cranial nerve diseases,1.159375
cranial nerve diseases&malabsorption syndromes,1.159375
goiter&lipid metabolism disorders,1.159266
endocrine system diseases&lipid metabolism disorders,1.158899
lipid metabolism disorders&thyroid diseases,1.158899
muscular diseases&parkinsonian disorders,1.158629
"heart defects, congenital&macular degeneration",1.158534
cholestasis&joint diseases,1.158159
behcet syndrome&glomerulonephritis,1.158155
psoriasis&sleep disorders,1.157739
arterial occlusive diseases&immunologic deficiency syndromes,1.157275
cardiovascular diseases&spinal cord diseases,1.156912
gout&retinitis pigmentosa,1.156773
breast diseases&demyelinating diseases,1.156728
breast diseases&multiple sclerosis,1.156728
arterial occlusive diseases&lymphatic diseases,1.156711
immune system diseases&lipid metabolism disorders,1.156571
ankylosis&esophageal diseases,1.15651
joint diseases&myeloproliferative disorders,1.156269
"adenocarcinoma&genital diseases, male",1.155946
"cardiovascular diseases&lupus erythematosus, systemic",1.155519
intellectual disability&myeloproliferative disorders,1.155491
breast diseases&immunologic deficiency syndromes,1.155214
"anemia&arrhythmias, cardiac",1.155088
alzheimer disease&joint diseases,1.155057
arthritis&cholestasis,1.154804
demyelinating diseases&uveitis,1.154512
multiple sclerosis&uveitis,1.154512
colorectal neoplasms&nervous system diseases,1.154377
"aneurysm&lupus erythematosus, systemic",1.154352
"craniofacial abnormalities&diabetes mellitus, type 1",1.153865
"genital diseases, male&retinitis pigmentosa",1.153624
"carcinoma, renal cell&stomatognathic diseases",1.15333
"diabetes mellitus, type 2&hyperthyroidism",1.15317
dementia&varicose veins,1.153116
osteoporosis&vascular diseases,1.152505
charcot-marie-tooth disease&myeloproliferative disorders,1.152315
hereditary sensory and motor neuropathy&myeloproliferative disorders,1.152315
alzheimer disease&cranial nerve diseases,1.152118
"leukemia, myeloid, acute&muscular dystrophies",1.151853
ankylosis&lymphatic diseases,1.151788
hyperthyroidism&varicose veins,1.151741
cardiomegaly&sleep disorders,1.151587
"dementia&lung diseases, obstructive",1.151508
"death, sudden&rheumatic diseases",1.151306
colorectal neoplasms&graves disease,1.151186
"anemia, aplastic&arrhythmias, cardiac",1.151143
"arrhythmias, cardiac&leukemia",1.150789
basal ganglia diseases&heart arrest,1.150448
"arrhythmias, cardiac&lipidoses",1.150355
"asthma&spondylitis, ankylosing",1.150294
"diabetes mellitus, type 2&stomatognathic diseases",1.150216
"anemia, aplastic&cranial nerve diseases",1.149918
bone diseases&precursor cell lymphoblastic leukemia-lymphoma,1.149776
bone diseases&muscular diseases,1.149663
"arthritis&heart defects, congenital",1.149518
cardiomyopathies&immunologic deficiency syndromes,1.149081
"cardiomyopathy, hypertrophic&immunologic deficiency syndromes",1.149081
asthma&vascular diseases,1.149007
"amino acid metabolism, inborn errors&goiter",1.148534
"neoplasms, connective and soft tissue&spondylarthropathies",1.148368
hypotrichosis&myeloproliferative disorders,1.148298
breast diseases&respiratory tract diseases,1.147816
gout&immunologic deficiency syndromes,1.147807
"bone diseases, metabolic&liver cirrhosis",1.147674
"bone diseases, metabolic&liver cirrhosis, biliary",1.147674
"joint diseases&neoplasms, connective and soft tissue",1.147661
"carcinoma, renal cell&hypersensitivity",1.147555
"diabetes mellitus, type 1&neuroendocrine tumors",1.147473
basal ganglia diseases&myeloproliferative disorders,1.147357
blood platelet disorders&gastroenteritis,1.147149
hyperthyroidism&lipidoses,1.147149
glomerulonephritis&parkinsonian disorders,1.146645
macular degeneration&spinal cord diseases,1.146624
"adrenal gland diseases&leukemia, lymphocytic, chronic, b-cell",1.146092
"alzheimer disease&lung diseases, obstructive",1.146044
cerebellar ataxia&intestinal neoplasms,1.145983
leukemia&prostatic neoplasms,1.145554
bone diseases&cerebellar ataxia,1.145539
"diabetes mellitus, type 1&heart defects, congenital",1.145046
amyotrophic lateral sclerosis&spinocerebellar ataxias,1.144792
motor neuron disease&spinocerebellar ataxias,1.144792
"genital diseases, male&mycobacterium infections",1.144568
hair diseases&intestinal neoplasms,1.144509
endocrine system diseases&parkinsonian disorders,1.144369
parkinsonian disorders&thyroid diseases,1.144369
bone diseases&spinocerebellar ataxias,1.144292
goiter&head and neck neoplasms,1.144277
hemorrhagic disorders&osteoporosis,1.143388
esophageal diseases&macular degeneration,1.143158
"glioma&metal metabolism, inborn errors",1.143047
glioma&respiratory tract diseases,1.143016
joint diseases&lymphatic diseases,1.142967
"bone diseases, metabolic&colorectal neoplasms",1.142916
"death, sudden&leukemia, lymphocytic, chronic, b-cell",1.142624
dwarfism&thyroid diseases,1.142359
glomerulonephritis&macular degeneration,1.142035
bile duct diseases&gout,1.141982
neoplasms&vascular diseases,1.141837
cholestasis&liver cirrhosis,1.141837
mycobacterium infections&parkinsonian disorders,1.141659
"arrhythmias, cardiac&dyssomnias",1.141453
"diabetes mellitus, type 1&glioma",1.14133
"heart defects, congenital&leukemia, myeloid, acute",1.141093
hypothalamic diseases&liver cirrhosis,1.140358
"hypothalamic diseases&liver cirrhosis, biliary",1.140358
alzheimer disease&heart arrest,1.140352
demyelinating diseases&head and neck neoplasms,1.140322
head and neck neoplasms&multiple sclerosis,1.140322
graves disease&varicose veins,1.139998
"cerebellar ataxia&diabetes mellitus, type 2",1.139992
"amino acid metabolism, inborn errors&dementia",1.139931
"arrhythmias, cardiac&lipid metabolism disorders",1.139815
exophthalmos&hyperthyroidism,1.139463
cardiomyopathies&cerebellar ataxia,1.139291
"cardiomyopathy, hypertrophic&cerebellar ataxia",1.139291
arterial occlusive diseases&graves disease,1.13893
arterial occlusive diseases&dementia,1.138757
"bile duct diseases&diabetes mellitus, type 2",1.138421
blood coagulation disorders&charcot-marie-tooth disease,1.138393
blood coagulation disorders&hereditary sensory and motor neuropathy,1.138393
"blood coagulation disorders, inherited&charcot-marie-tooth disease",1.138393
"blood coagulation disorders, inherited&hereditary sensory and motor neuropathy",1.138393
hyperthyroidism&vascular diseases,1.13813
heart arrest&parkinsonian disorders,1.13808
"alzheimer disease&carbohydrate metabolism, inborn errors",1.138013
precursor cell lymphoblastic leukemia-lymphoma&varicose veins,1.137797
arterial occlusive diseases&ovarian diseases,1.137769
demyelinating diseases&spondylarthropathies,1.137329
multiple sclerosis&spondylarthropathies,1.137329
gout&nervous system diseases,1.136294
"glioma&lung diseases, obstructive",1.136106
"lupus erythematosus, systemic&peripheral nervous system diseases",1.136069
graves disease&spinocerebellar ataxias,1.136053
cardiomegaly&dyskinesias,1.136032
"lung diseases, obstructive&parkinsonian disorders",1.135484
basal ganglia diseases&rheumatic diseases,1.135356
"arrhythmias, cardiac&cerebellar ataxia",1.135317
macular degeneration&myeloproliferative disorders,1.135249
"genital diseases, male&leukemia, lymphocytic, chronic, b-cell",1.135231
goiter&parkinsonian disorders,1.134952
cardiomegaly&exophthalmos,1.134774
"death, sudden&lung diseases, obstructive",1.134552
cerebellar ataxia&gastroenteritis,1.134298
asthma&myeloproliferative disorders,1.134129
lymphoma&spinocerebellar ataxias,1.133735
"arthritis, rheumatoid&pancreatic diseases",1.133486
"cardiomyopathies&leukemia, myeloid, acute",1.132456
"cardiomyopathy, hypertrophic&leukemia, myeloid, acute",1.132456
hyperthyroidism&retinitis pigmentosa,1.132433
"prostatic neoplasms&spondylitis, ankylosing",1.132252
heart arrest&movement disorders,1.132251
"arrhythmias, cardiac&metabolism, inborn errors",1.131859
myeloproliferative disorders&varicose veins,1.131838
lipidoses&liver cirrhosis,1.131457
"lipidoses&liver cirrhosis, biliary",1.131457
head and neck neoplasms&thyroid diseases,1.131181
anemia&ovarian diseases,1.13116
"amino acid metabolism, inborn errors&endocrine system diseases",1.131132
"amino acid metabolism, inborn errors&thyroid diseases",1.131132
"arrhythmias, cardiac&hypotrichosis",1.130922
cholestasis&graves disease,1.1305
"basal ganglia diseases&carbohydrate metabolism, inborn errors",1.130475
"diabetes mellitus, type 1&polyneuropathies",1.130473
"arrhythmias, cardiac&esophageal diseases",1.12999
amyotrophic lateral sclerosis&macular degeneration,1.128792
macular degeneration&motor neuron disease,1.128792
blood platelet disorders&rheumatic diseases,1.128697
macular degeneration&parkinsonian disorders,1.128381
"arrhythmias, cardiac&diabetes mellitus, type 2",1.128335
"genital diseases, male&leukemia, b-cell",1.128242
"graves disease&metabolism, inborn errors",1.128238
arterial occlusive diseases&exophthalmos,1.128065
arthritis&bile duct diseases,1.128018
blood coagulation disorders&joint diseases,1.127464
"blood coagulation disorders, inherited&joint diseases",1.127464
blood coagulation disorders&spondylitis,1.12746
"blood coagulation disorders, inherited&spondylitis",1.12746
movement disorders&pancreatic diseases,1.126952
endocrine system diseases&head and neck neoplasms,1.126939
"arrhythmias, cardiac&dementia",1.126803
arterial occlusive diseases&osteoporosis,1.126768
anemia&myocardial ischemia,1.126641
anemia&myocardial infarction,1.126641
anemia&coronary artery disease,1.126623
aneurysm&prostatic neoplasms,1.126613
blood platelet disorders&breast neoplasms,1.125847
myocardial ischemia&respiratory tract diseases,1.125764
myocardial infarction&respiratory tract diseases,1.125764
"arthritis, rheumatoid&leukemia, myeloid, acute",1.125544
goiter&hypothalamic diseases,1.125466
blood coagulation disorders&spondylarthropathies,1.125459
"blood coagulation disorders, inherited&spondylarthropathies",1.125459
"diabetes mellitus, type 1&leukemia, b-cell",1.125147
sleep disorders&varicose veins,1.125
"arrhythmias, cardiac&myeloproliferative disorders",1.124916
colorectal neoplasms&vascular diseases,1.124852
alzheimer disease&endocrine system diseases,1.12471
alzheimer disease&thyroid diseases,1.12471
"carbohydrate metabolism, inborn errors&colorectal neoplasms",1.124356
"spinocerebellar ataxias&spondylitis, ankylosing",1.124228
albuminuria&alzheimer disease,1.124164
alzheimer disease&proteinuria,1.124164
bile duct diseases&hyperthyroidism,1.124107
dwarfism&goiter,1.123824
hypothalamic diseases&respiratory tract diseases,1.123771
demyelinating diseases&spondylitis,1.123443
multiple sclerosis&spondylitis,1.123443
anemia&stomatognathic diseases,1.12343
bile duct diseases&joint diseases,1.12328
"leukemia, b-cell&retinitis pigmentosa",1.122557
"prostatic neoplasms&spastic paraplegia, hereditary",1.122048
dwarfism&myocardial infarction,1.122005
dwarfism&myocardial ischemia,1.122005
coronary artery disease&dwarfism,1.121987
"colitis, ulcerative&cranial nerve diseases",1.121692
rheumatic diseases&vascular diseases,1.121437
cardiomyopathies&retinitis pigmentosa,1.121193
"cardiomyopathy, hypertrophic&retinitis pigmentosa",1.121193
epilepsy&esophageal diseases,1.121165
blood platelet disorders&myocardial ischemia,1.121157
blood platelet disorders&myocardial infarction,1.121157
blood platelet disorders&coronary artery disease,1.121139
"anemia, aplastic&ovarian diseases",1.120929
"albuminuria&genital diseases, male",1.120845
"genital diseases, male&proteinuria",1.120845
bile duct diseases&movement disorders,1.120666
endocrine system diseases&hypothalamic diseases,1.120461
hypothalamic diseases&thyroid diseases,1.120461
celiac disease&crohn disease,1.120328
dementia&leukemia,1.120228
asthma&pancreatic diseases,1.119952
dyssomnias&myocardial infarction,1.119927
dyssomnias&myocardial ischemia,1.119927
coronary artery disease&dyssomnias,1.119909
"metal metabolism, inborn errors&parkinsonian disorders",1.119881
breast diseases&muscular dystrophies,1.119824
"arthritis&purine-pyrimidine metabolism, inborn errors",1.119781
"neoplasms, germ cell and embryonal&respiratory tract diseases",1.119781
"myocardial infarction&neoplasms, germ cell and embryonal",1.119781
myocardial infarction&ovarian neoplasms,1.119781
myocardial infarction&varicose veins,1.119781
"crohn disease&leukemia, myeloid, acute",1.119036
hypothalamic diseases&joint diseases,1.118514
"genital diseases, male&motor neuron disease",1.118428
"amyotrophic lateral sclerosis&genital diseases, male",1.118428
ovarian neoplasms&respiratory tract diseases,1.118057
hypothalamic diseases&pancreatic diseases,1.11797
cholestasis&endocrine system diseases,1.117937
cholestasis&thyroid diseases,1.117937
amyotrophic lateral sclerosis&arterial occlusive diseases,1.117585
arterial occlusive diseases&motor neuron disease,1.117585
graves disease&lipid metabolism disorders,1.117559
glomerulonephritis&spinal cord diseases,1.117213
alzheimer disease&gastroenteritis,1.117016
"arthritis, rheumatoid&cardiomegaly",1.116957
"arthritis, rheumatoid&cardiovascular diseases",1.116848
"cholestasis&neoplasms, connective and soft tissue",1.116806
cholestasis&psoriasis,1.116726
"adenocarcinoma&arrhythmias, cardiac",1.11662
amyotrophic lateral sclerosis&vasculitis,1.116302
motor neuron disease&vasculitis,1.116302
cardiovascular diseases&uveitis,1.116216
"anemia, aplastic&neoplasms",1.116213
blood coagulation disorders&goiter,1.116159
"blood coagulation disorders, inherited&goiter",1.116159
"diabetes mellitus, type 1&spinocerebellar degenerations",1.116143
"lipidoses&metal metabolism, inborn errors",1.115699
"bone diseases&colitis, ulcerative",1.115111
"bone diseases, metabolic&breast neoplasms",1.115029
cerebellar ataxia&joint diseases,1.114885
leprosy&psoriasis,1.114438
"amino acid metabolism, inborn errors&genital diseases, female",1.114278
"colitis, ulcerative&lung diseases, obstructive",1.114128
lymphatic diseases&pancreatic diseases,1.113387
bile duct diseases&osteoporosis,1.113378
"diabetes mellitus, type 1&spinocerebellar ataxias",1.113293
"genital diseases, female&respiratory tract diseases",1.113277
"gout&lupus erythematosus, systemic",1.113165
lipid metabolism disorders&vasculitis,1.113154
crohn disease&gout,1.113065
"diabetes mellitus, type 2&dyskinesias",1.112902
"arthritis&diabetes mellitus, type 2",1.112659
"diabetes mellitus, type 1&leukemia, lymphocytic, chronic, b-cell",1.111679
"anemia, aplastic&joint diseases",1.111679
"cardiomegaly&spondylitis, ankylosing",1.111467
esophageal diseases&myocardial ischemia,1.111465
"lupus erythematosus, systemic&stomatognathic diseases",1.111249
exophthalmos&vasculitis,1.111101
blood coagulation disorders&endocrine system diseases,1.111067
blood coagulation disorders&thyroid diseases,1.111067
"blood coagulation disorders, inherited&endocrine system diseases",1.111067
"blood coagulation disorders, inherited&thyroid diseases",1.111067
alzheimer disease&goiter,1.111037
"blood platelet disorders&neoplasms, germ cell and embryonal",1.110957
blood platelet disorders&ovarian neoplasms,1.110957
cranial nerve diseases&hemorrhagic disorders,1.110675
asthma&lipid metabolism disorders,1.110574
"arrhythmias, cardiac&hypothalamic diseases",1.110536
cholestasis&goiter,1.11046
"blood platelet disorders&diabetes mellitus, type 1",1.11033
endocrine system diseases&rheumatic diseases,1.110265
cranial nerve diseases&head and neck neoplasms,1.110233
bone diseases&hyperthyroidism,1.110213
colorectal neoplasms&head and neck neoplasms,1.109818
celiac disease&endocrine system diseases,1.109574
endocrine system diseases&malabsorption syndromes,1.109574
celiac disease&thyroid diseases,1.109574
malabsorption syndromes&thyroid diseases,1.109574
exophthalmos&gastroenteritis,1.10948
"arrhythmias, cardiac&vascular diseases",1.109431
"genital diseases, female&mycobacterium infections",1.109354
"neoplasms, germ cell and embryonal&precursor cell lymphoblastic leukemia-lymphoma",1.109138
ovarian neoplasms&precursor cell lymphoblastic leukemia-lymphoma,1.109138
breast diseases&varicose veins,1.108958
"amino acid metabolism, inborn errors&arrhythmias, cardiac",1.10879
bone diseases&cardiomegaly,1.108716
goiter&rheumatic diseases,1.108557
arterial occlusive diseases&muscular dystrophies,1.108467
cholestasis&nervous system diseases,1.108442
anemia&rheumatic diseases,1.108423
"leukemia, lymphocytic, chronic, b-cell&prostatic neoplasms",1.108248
amyotrophic lateral sclerosis&stomatognathic diseases,1.107887
motor neuron disease&stomatognathic diseases,1.107887
"leukemia, myeloid, acute&macular degeneration",1.10771
bone diseases&muscular dystrophies,1.10768
"breast neoplasms&neoplasms, germ cell and embryonal",1.107534
"anemia, hemolytic&breast diseases",1.107112
"heart defects, congenital&leukemia, b-cell",1.106532
"arthritis, rheumatoid&macular degeneration",1.106506
precursor cell lymphoblastic leukemia-lymphoma&spondylitis,1.106355
amyotrophic lateral sclerosis&myeloproliferative disorders,1.106315
motor neuron disease&myeloproliferative disorders,1.106315
crohn disease&endocrine system diseases,1.105696
crohn disease&thyroid diseases,1.105696
"colitis, ulcerative&diabetes mellitus, type 1",1.105579
aneurysm&epilepsy,1.105535
"diabetes mellitus, type 2&polyneuropathies",1.10526
"anemia, hemolytic&colorectal neoplasms",1.105159
"diabetes mellitus, type 2&precursor cell lymphoblastic leukemia-lymphoma",1.104803
gastroenteritis&malabsorption syndromes,1.104792
"carbohydrate metabolism, inborn errors&leukemia, b-cell",1.104625
cardiomyopathies&epilepsy,1.104568
"cardiomyopathy, hypertrophic&epilepsy",1.104568
"liver cirrhosis&lung diseases, obstructive",1.104334
"liver cirrhosis, biliary&lung diseases, obstructive",1.104334
breast neoplasms&vascular diseases,1.104265
nervous system diseases&spondylarthropathies,1.104198
dyskinesias&pancreatic diseases,1.104074
lipid metabolism disorders&macular degeneration,1.104012
hypersensitivity&macular degeneration,1.103994
albuminuria&ankylosis,1.103917
ankylosis&glioma,1.103917
ankylosis&proteinuria,1.103917
"anemia, aplastic&dyssomnias",1.103493
cranial nerve diseases&muscular dystrophies,1.103452
asthma&leukemia,1.103278
"diabetes mellitus, type 2&leukemia, myeloid, acute",1.103231
breast diseases&rheumatic diseases,1.102987
"diabetes mellitus, type 1&esophageal diseases",1.10276
exophthalmos&lymphatic diseases,1.102268
adrenal gland diseases&varicose veins,1.102254
colorectal neoplasms&hypopigmentation,1.102078
"carcinoma, renal cell&cardiovascular diseases",1.101477
"arrhythmias, cardiac&psoriasis",1.101438
"amino acid metabolism, inborn errors&arterial occlusive diseases",1.101181
dementia&psoriasis,1.100861
liver cirrhosis&muscular dystrophies,1.100794
"liver cirrhosis, biliary&muscular dystrophies",1.100794
"cholestasis&leukemia, b-cell",1.10043
"myeloproliferative disorders&spastic paraplegia, hereditary",1.100087
aneurysm&cranial nerve diseases,1.099583
dementia&peripheral nervous system diseases,1.099438
"carcinoma, renal cell&polyneuropathies",1.099386
lipid metabolism disorders&pancreatic diseases,1.099221
cardiomegaly&vascular diseases,1.09914
"heart arrest&neoplasms, connective and soft tissue",1.099012
"carbohydrate metabolism, inborn errors&neoplasms, connective and soft tissue",1.098893
"breast neoplasms&metal metabolism, inborn errors",1.098549
joint diseases&nervous system diseases,1.098499
amyotrophic lateral sclerosis&hypopigmentation,1.098135
hypopigmentation&motor neuron disease,1.098135
"diabetes mellitus, type 2&rheumatic diseases",1.097945
aneurysm&celiac disease,1.097706
aneurysm&malabsorption syndromes,1.097706
"diabetes mellitus, type 2&respiratory tract diseases",1.097688
cardiovascular diseases&hereditary sensory and motor neuropathy,1.097618
cardiovascular diseases&charcot-marie-tooth disease,1.097618
myeloproliferative disorders&uveitis,1.096897
asthma&muscular dystrophies,1.096724
gout&intestinal neoplasms,1.096558
nervous system diseases&psoriasis,1.096215
epilepsy&spondylarthropathies,1.096163
graves disease&head and neck neoplasms,1.095925
"metal metabolism, inborn errors&muscular dystrophies",1.0959
"arrhythmias, cardiac&lysosomal storage diseases",1.09519
"lupus erythematosus, systemic&macular degeneration",1.094738
"arrhythmias, cardiac&precursor cell lymphoblastic leukemia-lymphoma",1.094517
gout&lymphoma,1.094332
"arrhythmias, cardiac&spondylitis, ankylosing",1.093819
cardiovascular diseases&congenital abnormalities,1.093716
cardiomegaly&retinitis pigmentosa,1.093638
colorectal neoplasms&gout,1.09356
"leukemia, lymphocytic, chronic, b-cell&liver cirrhosis, biliary",1.093432
cardiovascular diseases&neoplasms,1.093431
hyperthyroidism&liver cirrhosis,1.093216
"hyperthyroidism&liver cirrhosis, biliary",1.093216
"genital diseases, male&leukemia",1.09315
"carbohydrate metabolism, inborn errors&leukemia, lymphocytic, chronic, b-cell",1.092972
precursor cell lymphoblastic leukemia-lymphoma&spondylarthropathies,1.092712
exophthalmos&rheumatic diseases,1.091634
"colorectal neoplasms&diabetes mellitus, type 2",1.091599
bile duct diseases&dyssomnias,1.09156
crohn disease&nervous system diseases,1.091559
"leukemia, b-cell&prostatic neoplasms",1.091506
"neoplasms&spondylitis, ankylosing",1.09129
gastroenteritis&parkinsonian disorders,1.090766
"genital diseases, male&psoriasis",1.090274
"diabetes mellitus, type 1&malformations of cortical development",1.090099
"leukemia, myeloid, acute&osteoporosis",1.089972
"asthma&heart defects, congenital",1.089782
ankylosis&neoplasms,1.089386
anemia&exophthalmos,1.08922
"adrenal gland diseases&leukemia, b-cell",1.08916
glomerulonephritis&hypotrichosis,1.088943
basal ganglia diseases&hemorrhagic disorders,1.088914
gastroenteritis&varicose veins,1.088431
"genital diseases, male&malformations of cortical development",1.088248
congenital abnormalities&nervous system diseases,1.088217
graves disease&lymphatic diseases,1.088208
aneurysm&varicose veins,1.087961
"leukemia&lupus erythematosus, systemic",1.087819
coronary disease&esophageal diseases,1.087792
"arrhythmias, cardiac&spondylitis",1.087698
stomatognathic diseases&vascular diseases,1.087565
"diabetes mellitus, type 1&stomatognathic diseases",1.087565
"colitis, ulcerative&liver cirrhosis",1.087565
glomerulonephritis&stomatognathic diseases,1.087565
liver cirrhosis&stomatognathic diseases,1.087565
"parkinsonian disorders&spastic paraplegia, hereditary",1.087553
dementia&dyssomnias,1.087535
"arterial occlusive diseases&arthritis, rheumatoid",1.087499
cardiomegaly&uveitis,1.087388
"hypersensitivity&neoplasms, connective and soft tissue",1.086965
epilepsy&spondylitis,1.086697
"arrhythmias, cardiac&spondylarthropathies",1.086528
"goiter&heart defects, congenital",1.086426
cardiovascular diseases&spinocerebellar degenerations,1.086379
"heart defects, congenital&varicose veins",1.0859
"death, sudden&leukemia, b-cell",1.085863
cardiomyopathies&lipid metabolism disorders,1.085862
"cardiomyopathy, hypertrophic&lipid metabolism disorders",1.085862
"adrenal gland diseases&arrhythmias, cardiac",1.085809
endocrine system diseases&epilepsy,1.085703
epilepsy&thyroid diseases,1.085703
anemia&asthma,1.085611
"diabetes mellitus, type 2&ectodermal dysplasia",1.085164
nervous system diseases&spondylitis,1.085103
cardiovascular diseases&intellectual disability,1.084692
hair diseases&pancreatic diseases,1.084636
goiter&spinocerebellar ataxias,1.084503
celiac disease&goiter,1.084183
aneurysm&polyneuropathies,1.083902
glioma&movement disorders,1.083672
"bone diseases, metabolic&charcot-marie-tooth disease",1.083033
"bone diseases, metabolic&hereditary sensory and motor neuropathy",1.083033
"colorectal neoplasms&lung diseases, obstructive",1.083011
celiac disease&hemorrhagic disorders,1.082994
hemorrhagic disorders&malabsorption syndromes,1.082994
pancreatic diseases&uveal diseases,1.082707
glioma&hyperthyroidism,1.082671
myeloproliferative disorders&retinitis pigmentosa,1.082188
colorectal neoplasms&dementia,1.082081
bone diseases&lysosomal storage diseases,1.082076
"endocrine system diseases&lupus erythematosus, systemic",1.081836
"lupus erythematosus, systemic&thyroid diseases",1.081836
"anemia, hemolytic&cardiovascular diseases",1.081792
celiac disease&mycobacterium infections,1.081788
malabsorption syndromes&mycobacterium infections,1.081788
"diabetes mellitus, type 1&spastic paraplegia, hereditary",1.081778
cranial nerve diseases&rheumatic diseases,1.081652
"anemia&diabetes mellitus, type 2",1.081179
asthma&blood coagulation disorders,1.081027
"asthma&blood coagulation disorders, inherited",1.081027
"celiac disease&diabetes mellitus, type 2",1.08081
"diabetes mellitus, type 2&malabsorption syndromes",1.08081
anemia&muscular dystrophies,1.080654
"diabetes mellitus, type 2&hemorrhagic disorders",1.08063
autoimmune diseases&lipid metabolism disorders,1.080261
anemia&hypersensitivity,1.080004
"heart arrest&leukemia, myeloid, acute",1.079992
"arrhythmias, cardiac&hypersensitivity",1.079983
"arrhythmias, cardiac&joint diseases",1.079111
endocrine system diseases&gout,1.079072
gout&thyroid diseases,1.079072
cardiomyopathies&movement disorders,1.078969
"cardiomyopathy, hypertrophic&movement disorders",1.078969
"anemia, aplastic&rheumatic diseases",1.078862
"genital diseases, female&joint diseases",1.07857
goiter&gout,1.078282
"demyelinating diseases&metal metabolism, inborn errors",1.07811
"metal metabolism, inborn errors&multiple sclerosis",1.07811
hyperthyroidism&respiratory tract diseases,1.077961
"colorectal neoplasms&leukemia, b-cell",1.077666
dementia&respiratory tract diseases,1.077587
"arthritis, rheumatoid&hypotrichosis",1.077368
"bone diseases&leukemia, b-cell",1.077348
autoimmune diseases&parkinsonian disorders,1.077344
immunologic deficiency syndromes&prostatic neoplasms,1.077052
muscular dystrophies&myeloproliferative disorders,1.076797
"colitis, ulcerative&ovarian diseases",1.076776
"arrhythmias, cardiac&leukemia, myeloid, acute",1.07676
"leukemia, b-cell&vasculitis",1.076668
asthma&dyskinesias,1.076567
liver cirrhosis&spondylarthropathies,1.076525
"liver cirrhosis, biliary&spondylarthropathies",1.076525
glomerulonephritis&head and neck neoplasms,1.076338
"genital diseases, male&head and neck neoplasms",1.076301
"heart defects, congenital&immune system diseases",1.076022
celiac disease&muscular dystrophies,1.075951
malabsorption syndromes&muscular dystrophies,1.075951
colorectal neoplasms&intellectual disability,1.075529
arterial occlusive diseases&craniofacial abnormalities,1.075395
"basal ganglia diseases&diabetes mellitus, type 1",1.075266
dementia&hemorrhagic disorders,1.074985
"arrhythmias, cardiac&immunologic deficiency syndromes",1.074569
liver cirrhosis&spondylitis,1.074378
"liver cirrhosis, biliary&spondylitis",1.074378
"colitis, ulcerative&leukemia",1.074351
hemorrhagic disorders&intestinal neoplasms,1.074053
arthritis&intellectual disability,1.073947
bile duct diseases&hypothalamic diseases,1.073838
cranial nerve diseases&lymphoma,1.073683
hyperthyroidism&intestinal neoplasms,1.073485
breast diseases&craniofacial abnormalities,1.07348
aneurysm&muscular diseases,1.073452
macular degeneration&precursor cell lymphoblastic leukemia-lymphoma,1.073345
"gout&leukemia, lymphocytic, chronic, b-cell",1.07311
"ankylosis&neoplasms, connective and soft tissue",1.073058
hypothalamic diseases&uveitis,1.072999
adrenal gland diseases&uveitis,1.072826
cardiovascular diseases&prostatic neoplasms,1.072438
cardiomegaly&spinocerebellar ataxias,1.072273
"carbohydrate metabolism, inborn errors&uveitis",1.07182
arterial occlusive diseases&endocrine system diseases,1.07174
arterial occlusive diseases&thyroid diseases,1.07174
"diabetes mellitus, type 2&joint diseases",1.071289
exophthalmos&goiter,1.071277
"carbohydrate metabolism, inborn errors&leukemia, myeloid, acute",1.07112
"coronary disease&lung diseases, obstructive",1.071017
blood coagulation disorders&lipid metabolism disorders,1.070977
"blood coagulation disorders, inherited&lipid metabolism disorders",1.070977
coronary artery disease&vasculitis,1.070917
